"GENE_NAME"	"SEU227"	"SEU235"	"SEU239"	"SLU227"	"SLU235"	"SLU239"
"CNNM3"	13.0779102012174	9.57302671209842	12.0654848884198	9.44975336308758	8.16934579385299	8.0837909060221
"ANKRD23"	3.73137050062435	3.40857769294414	3.08559941408769	3.40810777029388	3.79802918486148	3.0107996741817
"SEMA4C"	7.13669891866988	6.52706366733983	7.67443956837194	6.89367253536717	6.62863584150352	5.48542954337214
"FAHD2B"	1.8113449032157	1.26915126864941	1.70103557443296	1.2005834190808	1.28989670429258	1.1135834411357
"ANKRD36"	7.24537961286282	6.34575634324706	5.2217836238407	4.99597616327172	7.1302623376173	7.21767045180545
"COX5B"	4.99931193287534	4.02502259485956	3.91633771788053	4.22140621547765	5.62538284927596	4.66055292030866
"ACTR1B"	14.6718937160472	10.8784394455664	14.082992197631	11.7734632064698	11.8957140506982	9.85727564560859
"TMEM131"	87.5966395195115	89.2757263832815	89.5219419753902	85.9772642051411	83.6283029949687	94.3246418473089
"INPP4A"	41.0450755068679	44.3840329379109	43.8313352667841	40.6261937617987	40.6675766492243	42.2749269320034
"COA5"	21.7361388385885	20.5602505521205	21.5200779649193	28.3105315918731	27.6611182142742	21.9417181734886
"UNC50"	36.5529401468929	41.3743313579708	42.3280945265875	46.2805543806953	43.2115395938013	40.047760049732
"TSGA10"	4.09363948126749	3.5173620873998	3.56030701625502	4.72487668154379	3.6905377928371	3.83567629724518
"LIPT1"	4.02118568513886	4.78651335604921	3.56030701625502	5.38326113716875	4.80128217708904	4.53682142684914
"MITD1"	19.2002559740865	20.2338973687535	21.5991958986138	25.5220797798144	24.7230201656077	22.0242058357949
"MRPL30"	97.2692213026833	111.939141894878	107.916861559375	116.224220666499	104.230819799642	116.55506683887
"TXNDC9"	71.0409471041199	78.5060713321708	79.0783747277088	80.5552745705827	81.9084407225786	85.2509989936107
"EIF5B"	310.718104697622	350.865933584335	339.653289350729	359.594098263394	325.053969481729	372.060600832783
"REV1"	64.1940633699646	71.6163930166454	69.9006944191403	74.3199864908405	73.84658632075	72.8778496476585
"AFF3"	22.0984078192316	27.9938508399242	22.904641804574	17.4665523227562	21.9640744369819	24.0039097311473
"LONRF2"	1.77511800515139	1.74055031129062	1.34500487280745	1.58786839297783	1.68403180838198	1.73224090843331
"CHST10"	18.910440789572	22.8447228356894	22.627729036643	18.8995067261752	20.7816691247137	20.1269896027489
"PDCL3"	21.4463236540739	27.6312361917386	25.8715643181198	22.965998952094	23.0031578932176	26.6435149249504
"NPAS2"	3.29664772385258	2.17568788911328	1.74059454128023	4.14394922069824	2.00650598445512	2.59836136264996
"RPL31"	216.745531118791	215.030486374029	239.846015995047	223.579615430757	234.904522037282	202.795917780157
"TBC1D8"	8.00614447221341	7.50612321744081	7.47664473413555	8.17171294922738	8.63514182595864	6.31030616643562
"CNOT11"	52.2754139068052	53.2680918184568	54.9078459840219	58.0152890897754	56.2179980287515	57.6588759521373
"RNF149"	48.3991358139236	46.7047666862984	45.4928118743698	51.547630025695	48.478617802996	53.6994681614325
"RFX8"	8.29595965672793	4.78651335604921	5.26134259068798	8.28789844139649	6.27033120142225	5.15547889414675
"MAP4K4"	449.575804978138	411.893978873962	406.903532991102	426.362027763243	386.610706647692	425.43011834499
"IL1R1"	27.6411232230717	32.9979329848847	34.9701266929938	27.8070611258069	32.4265699273551	35.8408892721082
"MFSD9"	10.7593887251013	11.7487146012117	11.8676900541834	11.8896486986389	13.0781193629664	12.4143931771054
"TMEM182"	6.12234577286908	6.05566462469862	5.41957845807709	6.46765906408044	6.62863584150352	6.51652532220149
"MRPS9"	36.0819904720568	40.1051800893214	40.7061768858491	40.6261937617987	42.4949303136388	41.243831153174
"TGFBRAP1"	37.2050243120506	37.5668775520226	37.7788133391505	34.5070911742256	34.8272110158996	36.2945714147931
"C2orf49"	40.7914872204177	39.488735187406	40.0732334162927	43.8793875425337	41.993303817525	44.2133869962025
"FHL2"	89.6615727091774	94.0259782745122	103.842287974105	78.5801212037078	74.9931611690101	86.0758756166741
"NCK2"	7.57142169544165	9.21041206391288	7.95135233630289	8.86882590224204	8.74263321798302	7.71259642564354
"UXS1"	45.102488090071	39.162382004039	41.4973562227947	41.2458497200339	38.2311050966717	41.243831153174
"ST6GAL2"	56.1154651016225	98.1235237990088	71.0083454908641	48.023336763232	52.0258337398006	58.318777250588
"GCC2"	60.0279700925685	61.7895360508171	58.2307991991933	66.3806445259513	69.5469306397748	65.660179195853
"LIMS1"	116.614384869027	139.570378086617	134.104897612273	129.740466255506	130.351228061567	137.919371376214
"RANBP2"	201.023057358879	222.826701310018	237.47247798421	201.155815442118	188.611562538781	250.844981073604
"CCDC138"	41.2986637933181	50.8748351404321	51.6640107025451	46.2805543806953	46.221298570484	53.4932490056667
"SH3RF3"	12.1360108515452	10.8059165159293	11.0765107172379	10.6890652795581	10.8566305944625	12.4143931771054
"SEPT10"	177.620481209332	173.075971578961	171.527680249798	194.765613372817	200.005650093366	197.269244405631
"SOWAHC"	26.6267700772709	40.2502259485956	39.7567616815144	31.4088113830493	38.1952746326635	37.3256671936225
"MALL"	1.08680694192942	0.979059550100975	1.89883040866935	1.31676891124991	1.00325299222756	1.56726558382061
"NPHP1"	11.991103259288	10.6246091918365	10.9973927835433	12.6254901490432	12.1465272987551	11.5482727228887
"BUB1"	243.19116670574	218.837940179977	229.04641804574	249.643894174027	236.158588277566	232.945158353127
"BCL2L11"	32.0970316849823	29.6256167567591	26.6627436550654	28.7752735605495	30.1334202308349	28.9944133006813
"ANAPC1"	134.003295939898	128.438108387321	128.527083286806	132.567646564954	113.546740441755	137.630664558142
"MERTK"	5.68762299609731	5.22165093387187	5.57781432546621	4.99597616327172	5.58955238526783	5.60916103683166
"TMEM87B"	60.7525080538547	64.8717605603942	80.1860257994326	68.2783408980468	70.0485571358886	80.5492022421488
"FBLN7"	23.3301223534183	25.0929336544398	22.904641804574	22.965998952094	24.9380029496565	26.8497340807163
"ZC3H8"	21.6274581443955	25.9269473452666	25.317738782258	23.1209129416528	21.9640744369819	28.7881941449155
"ZC3H6"	12.6431874244456	8.92032034536444	7.47664473413555	12.393119164705	10.5341564183894	10.1047386325276
"RGPD8"	2.5721097625663	2.24821081875039	1.85927144182207	1.66532538775724	1.93484505643887	2.43338603803727
"TTL"	183.018289020915	197.842552050034	190.199512601713	194.610699383259	178.794015400554	208.81751712852
"POLR1B"	55.4996078345292	51.7451102960775	52.5738669400325	55.5753937542241	45.4688588263133	56.2153418617762
"SLC20A1"	156.500199637837	165.968724474525	162.982943410786	163.627901471496	173.634428583384	160.108552536621
"CKAP2L"	165.556924153915	169.812439745291	171.962828885118	182.178851721164	181.230486953107	179.57564084092
"CBWD2"	10.1073045599436	13.5255263773209	12.4610745568926	14.8330145002563	14.2246942112265	13.6929519428538
"RABL2A"	3.3328746219169	2.7196098613916	3.20427631462952	3.44683626768359	3.51138547279646	2.68084902495631
"SLC35F5"	87.198143640804	92.7205655410442	88.2164960694301	99.4160527993681	89.2536858442447	102.65589574025
"ACTR3"	349.408431830309	427.413885816303	432.023476939124	413.891451603758	403.379363803495	457.559062813312
"DDX18"	307.493910769898	355.326093757017	361.648074917816	346.271495161336	327.096305930193	375.112644338118
"CCDC93"	99.2979275942849	88.8043273406403	86.2781066939134	103.560002020066	95.1657124055857	93.3347898996328
"INSIG2"	55.4271540384006	48.5178399272261	54.5518152823964	59.9517139592606	58.4753172612635	57.370169134065
"EN1"	2.20984078192316	2.53830253729882	1.50324074019657	1.35549740863961	1.86318412842261	1.44353409036109
"STEAP3"	25.8660052179203	27.7400205861943	23.6958211415196	26.4128352197776	24.1139022774696	23.0965454457774
"C2orf76"	5.57894230190437	6.41827927288417	6.44811159610632	7.2809575092642	7.05860140960105	6.55776915335467
"DBI"	55.6082885287221	65.2706366733983	60.1691885747099	65.1026041120911	81.4068142264649	66.4025681566101
"TMEM177"	4.41968156384632	3.08222450957714	4.43060428689514	4.02776372852913	3.72636825684522	3.0107996741817
"PTPN4"	21.9897271250387	24.8391034007099	25.1990618817161	24.2440393659542	23.5047843893314	28.0870490153115
"EPB41L5"	34.59668765142	42.7522670210759	35.8799829304812	37.2955429862842	37.6936481365497	38.0680561543796
"TMEM185B"	31.8796702965964	34.5934374369011	34.4163011571319	32.8417657864683	34.1464321997452	36.4183029082526
"RALB"	142.84265906759	139.425332227343	144.548464859954	163.046974010651	145.364192480972	148.106597671048
"INHBB"	52.7463635816413	39.5249966522246	52.217836238407	41.0134787356957	44.2147925860289	43.7184610223644
"GLI2"	20.758012590852	20.8866037354875	17.920211981817	16.1497834115062	13.5797458590802	17.8998227204775
"CLASP1"	112.919241266467	109.219532033487	106.255384951789	99.299867307199	102.224313815187	104.635599635602
"MKI67IP"	69.1933753028399	77.7808420357997	91.8163620525324	83.8084683513178	75.1006525610345	85.0035360066916
"TSN"	208.123529379484	229.244980582902	242.733820574898	240.581425784836	230.139070324201	240.039097311473
"CNTNAP5"	0.652084165157654	1.26915126864941	1.66147660758568	0.154913989558813	0.788270208178797	1.1135834411357
"GYPC"	1.8113449032157	1.08784394455664	0.672502436403727	1.00694093213228	1.39738809631696	0.742388960757132
"BIN1"	9.96239696768638	8.26761397863046	12.3028386895035	7.04858652492598	7.16609280162543	6.10408701066975
"CYP27C1"	4.34722776771769	6.38201780806562	6.72502436403727	4.18267771808795	3.65470732882897	5.32045421875945
"ERCC3"	68.0703414628462	65.0893293493056	71.9973196620461	64.7927761329735	67.1104590872221	67.8873460781244
"MAP3K2"	123.098999622539	167.60049039136	168.362962902015	136.943966769991	136.40657647894	180.400517463983
"IWS1"	83.0682772614722	93.7721480207823	94.0316641959799	92.0189097979348	93.6966633812525	93.2523022373264
"WDR33"	91.8714134911005	99.5377209269325	98.4622684828751	94.6524476204347	94.8074077655044	101.336093143349
"SFT2D3"	8.29595965672793	9.53676524727987	11.5116593525579	9.41102486569788	10.71330873843	9.52732499638319
"POLR2D"	84.1913111014659	98.7037072361057	86.8319322297753	95.1171895891111	94.8432382295125	96.716784054193
